Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000050	0.018054	0.638321	99.470000	87.680000	
0.000050	0.017783	0.639638	99.478000	87.730000	
0.000050	0.016648	0.636092	99.500000	87.810000	
0.000050	0.017439	0.637022	99.488000	87.760000	
0.000050	0.017729	0.640441	99.446000	87.730000	
0.000050	0.016462	0.639300	99.528000	87.730000	
0.000050	0.017054	0.640276	99.502000	87.740000	
0.000050	0.017691	0.638779	99.458000	87.700000	
0.000050	0.016678	0.638654	99.504000	87.790000	
0.000050	0.017709	0.639544	99.474000	87.700000	
0.000050	0.018259	0.645973	99.440000	87.720000	
